center,left,right,steering,speed,throttle,brake
F:\Study Material\IMG\center_2018_05_22_00_58_52_189.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_52_189.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_52_189.jpg,0.0,0.0742721,0.0,6.518182
F:\Study Material\IMG\center_2018_05_22_00_58_52_337.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_52_337.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_52_337.jpg,0.0,0.5172057,0.0,5.125381
F:\Study Material\IMG\center_2018_05_22_00_58_52_443.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_52_443.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_52_443.jpg,0.0,0.8346790999999999,0.0,4.654763
F:\Study Material\IMG\center_2018_05_22_00_58_52_544.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_52_544.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_52_544.jpg,0.0,0.5301701,0.0,4.155033
F:\Study Material\IMG\center_2018_05_22_00_58_52_677.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_52_677.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_52_677.jpg,0.0,0.13490370000000002,0.0,3.197133
F:\Study Material\IMG\center_2018_05_22_00_58_52_794.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_52_794.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_52_794.jpg,0.0,0.1375692,0.0,2.311984
F:\Study Material\IMG\center_2018_05_22_00_58_52_967.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_52_967.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_52_967.jpg,0.0,0.6488389,0.0,2.466509
F:\Study Material\IMG\center_2018_05_22_00_58_53_079.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_53_079.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_53_079.jpg,0.0,0.9923896999999999,0.0,2.80336
F:\Study Material\IMG\center_2018_05_22_00_58_53_237.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_53_237.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_53_237.jpg,0.0,1.0,0.0,3.505319
F:\Study Material\IMG\center_2018_05_22_00_58_53_357.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_53_357.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_53_357.jpg,0.0,0.8945700000000001,0.0,3.9892410000000003
F:\Study Material\IMG\center_2018_05_22_00_58_53_507.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_53_507.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_53_507.jpg,0.0,0.4494194,0.0,3.8626199999999997
F:\Study Material\IMG\center_2018_05_22_00_58_53_622.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_53_622.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_53_622.jpg,0.0,0.7991592,0.0,4.064655999999999
F:\Study Material\IMG\center_2018_05_22_00_58_53_814.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_53_814.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_53_814.jpg,0.0,1.0,0.0,5.132814
F:\Study Material\IMG\center_2018_05_22_00_58_53_930.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_53_930.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_53_930.jpg,0.0,1.0,0.0,5.690786
F:\Study Material\IMG\center_2018_05_22_00_58_54_088.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_54_088.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_54_088.jpg,0.0,1.0,0.0,6.470567
F:\Study Material\IMG\center_2018_05_22_00_58_54_191.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_54_191.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_54_191.jpg,0.0,1.0,0.0,6.994
F:\Study Material\IMG\center_2018_05_22_00_58_54_308.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_54_308.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_54_308.jpg,0.0,1.0,0.0,7.656441
F:\Study Material\IMG\center_2018_05_22_00_58_54_456.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_54_456.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_54_456.jpg,0.0,0.5638283000000001,0.0,8.147674
F:\Study Material\IMG\center_2018_05_22_00_58_54_561.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_54_561.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_54_561.jpg,0.0,0.2681912,0.0,8.445514999999999
F:\Study Material\IMG\center_2018_05_22_00_58_54_700.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_54_700.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_54_700.jpg,0.0,0.0,0.0,8.421058
F:\Study Material\IMG\center_2018_05_22_00_58_54_820.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_54_820.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_54_820.jpg,0.0,0.0,0.0,8.398322
F:\Study Material\IMG\center_2018_05_22_00_58_54_983.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_54_983.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_54_983.jpg,0.0,0.0,0.0,8.367892
F:\Study Material\IMG\center_2018_05_22_00_58_55_096.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_55_096.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_55_096.jpg,0.07174053,0.0,0.0,8.342243
F:\Study Material\IMG\center_2018_05_22_00_58_55_265.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_55_265.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_55_265.jpg,0.0,0.0,0.0,8.305105000000001
F:\Study Material\IMG\center_2018_05_22_00_58_55_374.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_55_374.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_55_374.jpg,0.0,0.0,0.0,8.283884
F:\Study Material\IMG\center_2018_05_22_00_58_55_515.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_55_515.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_55_515.jpg,0.0,0.0,0.0,8.289000999999999
F:\Study Material\IMG\center_2018_05_22_00_58_55_625.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_55_625.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_55_625.jpg,0.0,0.0,0.0,8.293650999999999
F:\Study Material\IMG\center_2018_05_22_00_58_55_798.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_55_798.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_55_798.jpg,0.5150758,0.0,0.0,8.135756
F:\Study Material\IMG\center_2018_05_22_00_58_55_912.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_55_912.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_55_912.jpg,0.8595222,0.0,0.0,8.026772
F:\Study Material\IMG\center_2018_05_22_00_58_56_051.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_56_051.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_56_051.jpg,0.44688420000000006,0.0,0.0,3.4400739999999996
F:\Study Material\IMG\center_2018_05_22_00_58_56_164.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_56_164.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_56_164.jpg,0.103782,0.0,0.0,2.5665400000000003
F:\Study Material\IMG\center_2018_05_22_00_58_56_330.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_56_330.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_56_330.jpg,0.0,0.0,0.0,2.68478
F:\Study Material\IMG\center_2018_05_22_00_58_56_434.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_56_434.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_56_434.jpg,0.0,0.0,0.0,2.777009
F:\Study Material\IMG\center_2018_05_22_00_58_56_536.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_56_536.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_56_536.jpg,0.0,0.30166020000000004,0.0,3.243187
F:\Study Material\IMG\center_2018_05_22_00_58_56_648.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_56_648.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_56_648.jpg,0.0,0.641433,0.0,4.1223
F:\Study Material\IMG\center_2018_05_22_00_58_56_836.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_56_836.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_56_836.jpg,0.0,1.0,0.0,6.422083
F:\Study Material\IMG\center_2018_05_22_00_58_56_949.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_56_949.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_56_949.jpg,0.0,1.0,0.0,7.945616
F:\Study Material\IMG\center_2018_05_22_00_58_57_093.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_57_093.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_57_093.jpg,0.0,1.0,0.0,9.689213
F:\Study Material\IMG\center_2018_05_22_00_58_57_193.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_57_193.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_57_193.jpg,0.0,1.0,0.0,10.91115
F:\Study Material\IMG\center_2018_05_22_00_58_57_305.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_57_305.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_57_305.jpg,0.0,1.0,0.0,12.13283
F:\Study Material\IMG\center_2018_05_22_00_58_57_405.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_57_405.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_57_405.jpg,0.0,1.0,0.0,13.52511
F:\Study Material\IMG\center_2018_05_22_00_58_57_536.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_57_536.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_57_536.jpg,0.0,1.0,0.0,15.04239
F:\Study Material\IMG\center_2018_05_22_00_58_57_646.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_57_646.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_57_646.jpg,0.3408171,0.659183,0.0,16.10535
F:\Study Material\IMG\center_2018_05_22_00_58_57_813.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_57_813.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_57_813.jpg,0.8267539,0.17324620000000002,0.0,16.16287
F:\Study Material\IMG\center_2018_05_22_00_58_57_924.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_57_924.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_57_924.jpg,0.9277923,0.0,0.0,15.95089
F:\Study Material\IMG\center_2018_05_22_00_58_58_067.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_067.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_067.jpg,0.5139481,0.0,0.0,15.80809
F:\Study Material\IMG\center_2018_05_22_00_58_58_171.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_171.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_171.jpg,0.21425589999999997,0.0,0.0,16.22346
F:\Study Material\IMG\center_2018_05_22_00_58_58_280.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_280.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_280.jpg,0.0,0.0,0.0,15.71885
F:\Study Material\IMG\center_2018_05_22_00_58_58_390.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_390.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_390.jpg,0.0,0.0,0.0,15.732779999999998
F:\Study Material\IMG\center_2018_05_22_00_58_58_529.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_529.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_529.jpg,0.0,0.40728559999999997,0.0,16.77368
F:\Study Material\IMG\center_2018_05_22_00_58_58_632.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_632.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_632.jpg,0.0,0.7176784,0.0,17.29366
F:\Study Material\IMG\center_2018_05_22_00_58_58_740.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_740.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_740.jpg,0.0,1.0,0.0,18.5858
F:\Study Material\IMG\center_2018_05_22_00_58_58_882.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_882.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_882.jpg,0.0,1.0,0.0,19.98578
F:\Study Material\IMG\center_2018_05_22_00_58_58_990.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_58_990.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_58_990.jpg,0.0,1.0,0.0,21.336920000000003
F:\Study Material\IMG\center_2018_05_22_00_58_59_136.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_59_136.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_59_136.jpg,0.43154499999999996,1.0,0.0,22.671
F:\Study Material\IMG\center_2018_05_22_00_58_59_247.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_59_247.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_59_247.jpg,0.7703084,0.6612365,0.0,23.35347
F:\Study Material\IMG\center_2018_05_22_00_58_59_413.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_59_413.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_59_413.jpg,0.27946109999999996,0.1703893,0.0,23.49415
F:\Study Material\IMG\center_2018_05_22_00_58_59_522.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_59_522.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_59_522.jpg,0.0,0.0,0.0,23.363870000000002
F:\Study Material\IMG\center_2018_05_22_00_58_59_700.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_59_700.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_59_700.jpg,0.0,0.0,0.0,22.98289
F:\Study Material\IMG\center_2018_05_22_00_58_59_811.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_59_811.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_59_811.jpg,0.0,0.0,0.0,22.78774
F:\Study Material\IMG\center_2018_05_22_00_58_59_968.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_59_968.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_59_968.jpg,0.0,0.0,0.0,22.524639999999998
F:\Study Material\IMG\center_2018_05_22_00_59_00_078.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_00_078.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_00_078.jpg,0.0,0.0,0.0,22.414070000000002
F:\Study Material\IMG\center_2018_05_22_00_59_00_216.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_00_216.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_00_216.jpg,0.0,0.4076645,0.0,22.77396
F:\Study Material\IMG\center_2018_05_22_00_59_00_326.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_00_326.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_00_326.jpg,0.0,0.7395949,0.0,23.65295
F:\Study Material\IMG\center_2018_05_22_00_59_00_434.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_00_434.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_00_434.jpg,0.0,1.0,0.0,24.61543
F:\Study Material\IMG\center_2018_05_22_00_59_00_568.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_00_568.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_00_568.jpg,0.0,1.0,0.0,26.067729999999997
F:\Study Material\IMG\center_2018_05_22_00_59_00_683.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_00_683.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_00_683.jpg,0.0,1.0,0.0,27.294420000000002
F:\Study Material\IMG\center_2018_05_22_00_59_00_855.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_00_855.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_00_855.jpg,0.0,1.0,0.0,28.90375
F:\Study Material\IMG\center_2018_05_22_00_59_00_962.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_00_962.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_00_962.jpg,0.0,0.6744593000000001,0.0,29.67693
F:\Study Material\IMG\center_2018_05_22_00_59_01_096.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_01_096.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_01_096.jpg,0.0,0.27670559999999994,0.0,29.8911
F:\Study Material\IMG\center_2018_05_22_00_59_01_216.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_01_216.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_01_216.jpg,0.0,0.0,0.0,29.693720000000003
F:\Study Material\IMG\center_2018_05_22_00_59_01_400.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_01_400.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_01_400.jpg,0.5442832,0.0,0.0,28.72965
F:\Study Material\IMG\center_2018_05_22_00_59_01_506.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_01_506.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_01_506.jpg,0.21983360000000002,0.0,0.0,28.43657
F:\Study Material\IMG\center_2018_05_22_00_59_01_641.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_01_641.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_01_641.jpg,0.0,0.0,0.0,28.09982
F:\Study Material\IMG\center_2018_05_22_00_59_01_765.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_01_765.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_01_765.jpg,0.0,0.0,0.0,27.7279
F:\Study Material\IMG\center_2018_05_22_00_59_01_933.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_01_933.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_01_933.jpg,0.0,0.0,0.0,27.306559999999998
F:\Study Material\IMG\center_2018_05_22_00_59_02_042.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_02_042.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_02_042.jpg,0.0,0.0,0.0,26.9859
F:\Study Material\IMG\center_2018_05_22_00_59_02_175.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_02_175.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_02_175.jpg,0.0,0.0,0.0,26.67197
F:\Study Material\IMG\center_2018_05_22_00_59_02_287.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_02_287.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_02_287.jpg,0.0,0.3399723,0.0,26.69303
F:\Study Material\IMG\center_2018_05_22_00_59_02_454.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_02_454.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_02_454.jpg,0.0,0.0,0.0,26.33445
F:\Study Material\IMG\center_2018_05_22_00_59_02_557.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_02_557.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_02_557.jpg,0.3148428,0.0,0.0,26.024929999999998
F:\Study Material\IMG\center_2018_05_22_00_59_02_691.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_02_691.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_02_691.jpg,0.7126661999999999,0.0,0.0,25.2047
F:\Study Material\IMG\center_2018_05_22_00_59_02_802.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_02_802.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_02_802.jpg,1.0,0.0,0.0,24.50724
F:\Study Material\IMG\center_2018_05_22_00_59_02_925.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_02_925.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_02_925.jpg,0.6283692,0.0,0.0,24.12772
F:\Study Material\IMG\center_2018_05_22_00_59_03_100.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_03_100.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_03_100.jpg,0.10794369999999999,0.0,0.0,23.7409
F:\Study Material\IMG\center_2018_05_22_00_59_03_205.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_03_205.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_03_205.jpg,0.0,0.0,0.0,23.487470000000002
F:\Study Material\IMG\center_2018_05_22_00_59_03_387.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_03_387.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_03_387.jpg,0.0,0.0,0.0,23.13373
F:\Study Material\IMG\center_2018_05_22_00_59_03_492.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_03_492.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_03_492.jpg,0.0,0.0,0.0,22.93466
F:\Study Material\IMG\center_2018_05_22_00_59_03_657.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_03_657.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_03_657.jpg,0.48910950000000003,0.0,0.0,22.33636
F:\Study Material\IMG\center_2018_05_22_00_59_03_764.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_03_764.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_03_764.jpg,0.8153208000000001,0.0,0.0,21.80773
F:\Study Material\IMG\center_2018_05_22_00_59_03_942.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_03_942.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_03_942.jpg,1.0,0.0,0.0,20.99464
F:\Study Material\IMG\center_2018_05_22_00_59_04_048.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_04_048.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_04_048.jpg,0.6790579000000001,0.0,0.0,20.79187
F:\Study Material\IMG\center_2018_05_22_00_59_04_186.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_04_186.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_04_186.jpg,0.2651148,0.0,0.0,20.79625
F:\Study Material\IMG\center_2018_05_22_00_59_04_294.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_04_294.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_04_294.jpg,0.0,0.0,0.0,20.36975
F:\Study Material\IMG\center_2018_05_22_00_59_04_453.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_04_453.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_04_453.jpg,0.0,0.47343290000000005,0.0,21.06622
F:\Study Material\IMG\center_2018_05_22_00_59_04_569.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_04_569.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_04_569.jpg,0.0,0.8248834999999999,0.0,21.91975
F:\Study Material\IMG\center_2018_05_22_00_59_04_733.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_04_733.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_04_733.jpg,0.0,1.0,0.0,23.558670000000003
F:\Study Material\IMG\center_2018_05_22_00_59_04_842.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_04_842.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_04_842.jpg,0.0,1.0,0.0,24.77507
F:\Study Material\IMG\center_2018_05_22_00_59_05_019.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_05_019.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_05_019.jpg,0.0,0.47098260000000003,0.0,25.42553
F:\Study Material\IMG\center_2018_05_22_00_59_05_126.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_05_126.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_05_126.jpg,0.3249047,0.14607779999999998,0.0,25.48518
F:\Study Material\IMG\center_2018_05_22_00_59_05_289.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_05_289.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_05_289.jpg,0.8066727,0.0,0.0,24.53659
F:\Study Material\IMG\center_2018_05_22_00_59_05_407.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_05_407.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_05_407.jpg,1.0,0.0,0.0,23.774420000000003
F:\Study Material\IMG\center_2018_05_22_00_59_05_581.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_05_581.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_05_581.jpg,0.4805679,0.0,0.0,23.54746
F:\Study Material\IMG\center_2018_05_22_00_59_05_688.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_05_688.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_05_688.jpg,0.1569109,0.0,0.0,23.34337
F:\Study Material\IMG\center_2018_05_22_00_59_05_849.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_05_849.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_05_849.jpg,0.0,0.0,0.0,22.95862
F:\Study Material\IMG\center_2018_05_22_00_59_05_959.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_05_959.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_05_959.jpg,0.331731,0.0,0.0,22.84046
F:\Study Material\IMG\center_2018_05_22_00_59_06_100.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_06_100.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_06_100.jpg,0.7525741,0.0,0.0,21.97136
F:\Study Material\IMG\center_2018_05_22_00_59_06_206.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_06_206.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_06_206.jpg,0.42796660000000003,0.0,0.0,21.70455
F:\Study Material\IMG\center_2018_05_22_00_59_06_377.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_06_377.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_06_377.jpg,0.9321891999999999,0.0,0.0,20.9359
F:\Study Material\IMG\center_2018_05_22_00_59_06_483.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_06_483.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_06_483.jpg,1.0,0.0,0.0,20.47531
